CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,Hour,TimeOfDay,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
4798,700050002202304798,Belagavi,2,2023-05-03,2023,5,14,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.89936,74.43046
4799,400010004202504799,Bengaluru City,4,2025-10-04,2025,10,4,Night (12AM-6AM),UDR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.96247,77.6883
4800,100160001202204800,Udupi,1,2022-09-15,2022,9,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,13.38457,74.79875
4801,100020002202604801,Bengaluru Rural,2,2026-07-14,2026,7,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Undetected,13.22342,77.48897
4802,100050003202404802,Belagavi,3,2024-05-25,2024,5,4,Night (12AM-6AM),FIR,Non-Heinous,Public Order,Rioting,Closed,15.70483,74.39956
4803,400230004202304803,Chamarajanagar,4,2023-12-01,2023,12,10,Morning (6AM-12PM),UDR,Non-Heinous,Public Order,Rioting,Charge Sheeted,11.90779,76.93544
4804,100030004202504804,Mysuru,4,2025-04-01,2025,4,19,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,12.38388,76.76989
4805,100170001202204805,Kolar,1,2022-01-27,2022,1,4,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,13.07853,78.10239
4806,100130003202604806,Raichur,3,2026-02-25,2026,2,18,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Rioting,Charge Sheeted,16.23093,77.28106
4807,100020001202404807,Bengaluru Rural,1,2024-12-12,2024,12,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.27717,77.51706
4808,100020004202204808,Bengaluru Rural,4,2022-07-10,2022,7,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,False Case,13.34646,77.61352
4809,100140004202404809,Bidar,4,2024-02-26,2024,2,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Closed,17.88268,77.553
4810,100120004202504810,Vijayapura,4,2025-11-13,2025,11,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,16.84932,75.68105
4811,100230003202204811,Chamarajanagar,3,2022-11-23,2022,11,10,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,12.02951,76.9088
4812,100030003202404812,Mysuru,3,2024-09-18,2024,9,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.26399,76.6827
4813,100060001202404813,Kalaburagi,1,2024-02-11,2024,2,19,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,17.35363,76.88395
4814,100010001202304814,Bengaluru City,1,2023-01-09,2023,1,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Closed,13.01113,77.63059
4815,100020002202304815,Bengaluru Rural,2,2023-06-07,2023,6,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,13.27321,77.53266
4816,100240003202404816,Kodagu,3,2024-08-18,2024,8,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,Closed,12.28212,75.71628
4817,100010003202304817,Bengaluru City,3,2023-02-21,2023,2,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,13.01571,77.67306
4818,100240003202604818,Kodagu,3,2026-10-15,2026,10,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Assault,Closed,12.37482,75.85374
4819,100170002202404819,Kolar,2,2024-12-11,2024,12,23,Evening (6PM-12AM),PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,13.04421,78.11455
4820,100240003202404820,Kodagu,3,2024-01-10,2024,1,19,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,12.35895,75.85463
4821,100160001202504821,Udupi,1,2025-12-11,2025,12,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Closed,13.3211,74.782
4822,100030003202404822,Mysuru,3,2024-05-24,2024,5,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Undetected,12.22799,76.58385
4823,100110001202604823,Davanagere,1,2026-05-13,2026,5,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,14.49304,75.9344
4824,100160004202504824,Udupi,4,2025-10-21,2025,10,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.36621,74.70298
4825,100050001202304825,Belagavi,1,2023-07-22,2023,7,3,Night (12AM-6AM),PAR,Heinous,Crimes Against Women,Molestation,Closed,15.86844,74.47114
4826,100040003202404826,Mangaluru (Dakshina Kannada),3,2024-06-15,2024,6,20,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,12.91613,74.78854
4827,100050001202604827,Belagavi,1,2026-04-08,2026,4,20,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,15.73378,74.48891
4828,100210001202404828,Koppal,1,2024-07-25,2024,7,3,Night (12AM-6AM),FIR,Non-Heinous,Public Order,Rioting,Closed,15.28827,76.17682
4829,100160004202204829,Udupi,4,2022-12-17,2022,12,22,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,13.38036,74.72541
4830,100060002202504830,Kalaburagi,2,2025-01-10,2025,1,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,17.23063,76.89941
4831,100220004202404831,Yadgir,4,2024-05-01,2024,5,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,16.69545,77.06009
4832,100090003202304832,Tumakuru,3,2023-12-09,2023,12,3,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.40444,77.04612
4833,100050004202304833,Belagavi,4,2023-09-22,2023,9,0,Night (12AM-6AM),FIR,Heinous,Crimes Against Body,Assault,Charge Sheeted,15.88925,74.39079
4834,100020002202304834,Bengaluru Rural,2,2023-08-03,2023,8,18,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Murder,Under Investigation,13.29348,77.39235
4835,100190002202604835,Hassan,2,2026-04-24,2026,4,21,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Identity Theft,False Case,12.97412,76.17683
4836,100020003202204836,Bengaluru Rural,3,2022-02-02,2022,2,23,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.25021,77.53111
4837,100030003202204837,Mysuru,3,2022-03-17,2022,3,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.36224,76.65867
4838,100040001202404838,Mangaluru (Dakshina Kannada),1,2024-09-19,2024,9,13,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,12.88159,74.95926
4839,100220004202204839,Yadgir,4,2022-08-13,2022,8,18,Evening (6PM-12AM),PAR,Heinous,Narcotics,NDPS Trafficking,Under Investigation,16.75009,77.09171
4840,100240003202304840,Kodagu,3,2023-06-27,2023,6,15,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,12.30661,75.88718
4841,100040003202204841,Mangaluru (Dakshina Kannada),3,2022-08-13,2022,8,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,False Case,12.8512,74.94359
4842,100040004202204842,Mangaluru (Dakshina Kannada),4,2022-01-21,2022,1,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Molestation,False Case,12.86773,74.95389
4843,100130002202304843,Raichur,2,2023-01-14,2023,1,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Public Order,Rioting,Under Investigation,16.18983,77.29287
4844,100170002202504844,Kolar,2,2025-01-15,2025,1,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.19987,78.1665
4845,100090004202204845,Tumakuru,4,2022-10-03,2022,10,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.28509,77.06646
4846,100110002202404846,Davanagere,2,2024-07-20,2024,7,6,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Assault,Under Investigation,14.58647,75.9047
4847,100090001202404847,Tumakuru,1,2024-10-03,2024,10,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,13.35426,77.1931
4848,100160001202604848,Udupi,1,2026-10-04,2026,10,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,13.26053,74.72847
4849,100040004202404849,Mangaluru (Dakshina Kannada),4,2024-02-07,2024,2,0,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,12.8413,74.84511
4850,100190001202204850,Hassan,1,2022-11-11,2022,11,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.02573,76.05635
4851,100070003202304851,Hubballi-Dharwad,3,2023-01-16,2023,1,4,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Cheating,Closed,15.38731,75.16967
4852,400230002202204852,Chamarajanagar,2,2022-10-27,2022,10,0,Night (12AM-6AM),UDR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,12.01628,76.9057
4853,100120003202404853,Vijayapura,3,2024-08-01,2024,8,15,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,16.86762,75.70673
4854,100010003202204854,Bengaluru City,3,2022-04-25,2022,4,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,False Case,12.89225,77.64272
4855,100160001202304855,Udupi,1,2023-10-07,2023,10,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,13.38134,74.70457
4856,400180001202404856,Mandya,1,2024-05-15,2024,5,4,Night (12AM-6AM),UDR,Non-Heinous,Crimes Against Property,Robbery,False Case,12.59509,76.9648
4857,100030003202504857,Mysuru,3,2025-11-19,2025,11,23,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,12.30423,76.64985
4858,100050003202604858,Belagavi,3,2026-05-24,2026,5,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.81606,74.58965
4859,700030004202304859,Mysuru,4,2023-04-08,2023,4,7,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,12.35451,76.67524
4860,100060002202504860,Kalaburagi,2,2025-07-15,2025,7,1,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,17.45683,76.82811
4861,100150003202504861,Chikkamagaluru,3,2025-07-04,2025,7,11,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Forgery,Closed,13.30653,75.87477
4862,700050002202504862,Belagavi,2,2025-08-20,2025,8,2,Night (12AM-6AM),Zero FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,15.81928,74.47828
4863,700050001202604863,Belagavi,1,2026-01-21,2026,1,13,Afternoon (12PM-6PM),Zero FIR,Heinous,Narcotics,NDPS Trafficking,Under Investigation,15.8622,74.49177
4864,400210002202504864,Koppal,2,2025-03-07,2025,3,22,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,15.35439,76.0632
4865,100240004202204865,Kodagu,4,2022-08-18,2022,8,17,Afternoon (12PM-6PM),PAR,Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,12.2518,75.77837
4866,100030004202204866,Mysuru,4,2022-09-01,2022,9,10,Morning (6AM-12PM),FIR,Non-Heinous,Narcotics,NDPS Trafficking,Under Investigation,12.31385,76.57051
4867,100070003202504867,Hubballi-Dharwad,3,2025-03-14,2025,3,23,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Undetected,15.44192,75.14276
4868,100010002202404868,Bengaluru City,2,2024-11-17,2024,11,11,Morning (6AM-12PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,12.96845,77.61935
4869,100110001202604869,Davanagere,1,2026-03-25,2026,3,2,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Domestic Violence,False Case,14.4272,75.88479
4870,100020003202204870,Bengaluru Rural,3,2022-03-09,2022,3,6,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.34873,77.57455
4871,100280001202404871,Haveri,1,2024-09-05,2024,9,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,14.91613,75.42673
4872,100030003202604872,Mysuru,3,2026-05-07,2026,5,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.31527,76.68973
4873,100240003202304873,Kodagu,3,2023-03-16,2023,3,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,12.33304,75.79093
4874,100190001202504874,Hassan,1,2025-09-23,2025,9,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,12.9835,76.08109
4875,100050003202604875,Belagavi,3,2026-07-10,2026,7,2,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Molestation,Undetected,15.81237,74.52597
4876,100120001202504876,Vijayapura,1,2025-07-27,2025,7,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,16.83638,75.69264
4877,100020002202404877,Bengaluru Rural,2,2024-04-08,2024,4,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,13.39163,77.661
4878,100040001202504878,Mangaluru (Dakshina Kannada),1,2025-10-20,2025,10,15,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.8649,74.76961
4879,100160001202604879,Udupi,1,2026-08-27,2026,8,19,Evening (6PM-12AM),FIR,Non-Heinous,Narcotics,NDPS Trafficking,Closed,13.43035,74.63264
4880,100070001202504880,Hubballi-Dharwad,1,2025-10-05,2025,10,4,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,15.33231,75.09257
4881,700010002202604881,Bengaluru City,2,2026-01-18,2026,1,0,Night (12AM-6AM),Zero FIR,Non-Heinous,Narcotics,NDPS Possession,Closed,12.93175,77.58106
4882,100010003202604882,Bengaluru City,3,2026-10-15,2026,10,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.04323,77.53332
4883,700100002202304883,Shivamogga,2,2023-06-25,2023,6,19,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.95403,75.60824
4884,100070002202604884,Hubballi-Dharwad,2,2026-02-18,2026,2,18,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,15.33883,75.13369
4885,100090001202604885,Tumakuru,1,2026-09-02,2026,9,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.32958,77.20316
4886,100250002202404886,Ramanagara,2,2024-06-05,2024,6,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,12.73058,77.25056
4887,100050001202604887,Belagavi,1,2026-06-08,2026,6,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,15.90026,74.52761
4888,100270003202304888,Bagalkot,3,2023-12-07,2023,12,17,Afternoon (12PM-6PM),PAR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,16.13702,75.57983
4889,100110004202504889,Davanagere,4,2025-01-12,2025,1,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,14.38613,75.96051
4890,700130003202204890,Raichur,3,2022-02-25,2022,2,19,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Body,Assault,Closed,16.24496,77.33302
4891,100080002202304891,Ballari,2,2023-08-04,2023,8,6,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Closed,15.11369,76.93293
4892,100280001202604892,Haveri,1,2026-04-07,2026,4,7,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,14.79556,75.40128
4893,100260002202504893,Chikkaballapur,2,2025-12-26,2025,12,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,13.4133,77.74706
4894,100090001202204894,Tumakuru,1,2022-01-12,2022,1,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,13.25142,77.16899
4895,100020004202204895,Bengaluru Rural,4,2022-11-04,2022,11,14,Afternoon (12PM-6PM),FIR,Heinous,Narcotics,NDPS Possession,Closed,13.26462,77.55635
4896,700070002202204896,Hubballi-Dharwad,2,2022-12-18,2022,12,0,Night (12AM-6AM),Zero FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,15.23003,75.10235
4897,100030001202504897,Mysuru,1,2025-07-01,2025,7,23,Evening (6PM-12AM),FIR,Non-Heinous,Narcotics,NDPS Possession,Under Investigation,12.23315,76.63071
4898,100230004202304898,Chamarajanagar,4,2023-12-07,2023,12,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Under Investigation,11.92614,76.97575
4899,100070001202304899,Hubballi-Dharwad,1,2023-10-05,2023,10,17,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Undetected,15.32411,75.11767
4900,100140001202204900,Bidar,1,2022-09-27,2022,9,14,Afternoon (12PM-6PM),PAR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,17.96373,77.4612
4901,100030003202504901,Mysuru,3,2025-02-15,2025,2,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,12.33913,76.58725
4902,100220001202504902,Yadgir,1,2025-02-08,2025,2,3,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Sexual Assault,Under Investigation,16.81618,77.11277
4903,700050004202304903,Belagavi,4,2023-04-19,2023,4,3,Night (12AM-6AM),Zero FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,15.85299,74.46924
4904,100050003202604904,Belagavi,3,2026-05-01,2026,5,11,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Undetected,15.82982,74.49126
4905,700050001202504905,Belagavi,1,2025-11-23,2025,11,13,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,15.81198,74.5262
4906,100050003202204906,Belagavi,3,2022-03-08,2022,3,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.82159,74.54023
4907,100110002202604907,Davanagere,2,2026-06-15,2026,6,19,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,14.52109,75.91115
4908,100190002202304908,Hassan,2,2023-08-23,2023,8,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,13.0111,76.02928
4909,100050003202304909,Belagavi,3,2023-05-11,2023,5,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,15.87684,74.52073
4910,100140002202504910,Bidar,2,2025-02-16,2025,2,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,17.97114,77.48722
4911,100190004202404911,Hassan,4,2024-01-12,2024,1,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,12.93879,76.1514
4912,100220004202604912,Yadgir,4,2026-02-26,2026,2,3,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,16.74144,77.09117
4913,100020004202404913,Bengaluru Rural,4,2024-05-08,2024,5,9,Morning (6AM-12PM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,13.34665,77.41348
4914,400220003202404914,Yadgir,3,2024-07-12,2024,7,13,Afternoon (12PM-6PM),UDR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,16.73077,77.222
4915,100030003202404915,Mysuru,3,2024-12-08,2024,12,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,12.37831,76.67209
4916,100170003202404916,Kolar,3,2024-06-06,2024,6,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,13.13248,78.09993
4917,100030003202604917,Mysuru,3,2026-08-23,2026,8,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,12.34406,76.76328
4918,100140003202504918,Bidar,3,2025-10-09,2025,10,4,Night (12AM-6AM),FIR,Heinous,Crimes Against Body,Murder,Under Investigation,17.90583,77.58914
4919,100010003202504919,Bengaluru City,3,2025-06-09,2025,6,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.00415,77.6269
4920,100190004202304920,Hassan,4,2023-08-02,2023,8,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Undetected,13.00598,75.99699
4921,100090001202204921,Tumakuru,1,2022-03-13,2022,3,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Theft,Undetected,13.2997,77.02703
4922,100270001202604922,Bagalkot,1,2026-09-26,2026,9,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,16.16088,75.67758
4923,100110003202604923,Davanagere,3,2026-02-05,2026,2,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,14.50686,76.05368
4924,100210004202304924,Koppal,4,2023-03-27,2023,3,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Murder,False Case,15.33509,76.22176
4925,100050002202404925,Belagavi,2,2024-03-24,2024,3,10,Morning (6AM-12PM),PAR,Heinous,Narcotics,NDPS Trafficking,False Case,15.89888,74.5742
4926,100020002202504926,Bengaluru Rural,2,2025-12-09,2025,12,22,Evening (6PM-12AM),FIR,Non-Heinous,Narcotics,NDPS Possession,Closed,13.23394,77.51765
4927,100060001202404927,Kalaburagi,1,2024-09-05,2024,9,19,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Undetected,17.36604,76.87903
4928,100050002202404928,Belagavi,2,2024-02-21,2024,2,15,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.80692,74.49077
4929,100250004202204929,Ramanagara,4,2022-03-03,2022,3,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,12.68289,77.30954
4930,100090002202504930,Tumakuru,2,2025-05-25,2025,5,5,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,13.32553,77.26849
